temperature,humidity,rainfall,wind_speed,T,H,R,W,severity_score,severity_label
24.367182020405163,80.27163473940041,19.44770862233466,13.703670171040423,0.37463861340922655,0.6729906104174938,0.6485220064359409,0.9138721101454823,0.4749129160574435,Moderate
34.16214320896857,85.85066287361175,5.171590863154987,7.88040722729247,0.950982223786271,0.7970276848705355,0.17227979141145958,0.5255071487992429,0.6148223795007448,Moderate
30.443897010793886,61.271055445662455,26.171836900644447,10.873654077541266,0.7321975449221149,0.25055569669905725,0.8728346521698899,0.7251327210129611,0.5313982140801261,Moderate
28.177194231349624,78.11933448231495,18.393487172077243,6.540724469588818,0.598822880295374,0.6251390812960784,0.6133538488831581,0.4361610472342435,0.6033536972366079,Moderate
20.652316887521422,75.72856924146869,4.716116506708628,9.450518663136572,0.15605287922072467,0.5719858225125014,0.15708545636463742,0.6302209961699097,0.323836131416109,Mild
20.651906845715445,87.4773669554722,28.87014172443621,5.10863906131678,0.1560287520220239,0.833193771590461,0.9628483861395144,0.3406524295398961,0.6615469301095436,Severe
18.98742140685939,90.77391772165672,15.55096390005962,4.51738529678168,0.05808905335630444,0.9064851232357529,0.5185290791411287,0.3012205427046944,0.5558559615541454,Moderate
32.7249944781739,50.54705471648241,2.18695355614965,8.673446792542705,0.86641920488201,0.01213179115841699,0.07271418778515544,0.5783965311059638,0.3227435792931237,Mild
28.21895519963455,80.33089635764567,18.804987132452016,7.471945112759705,0.601280130178332,0.6743081584881729,0.6270812260256837,0.49826599983271147,0.6097295866309136,Moderate
30.037233822532773,52.33261096038781,7.595967210384307,8.693045537249716,0.7082691468797103,0.05182959648176228,0.2531554455027156,0.5797036102820372,0.33996430498372776,Moderate
18.349936403028643,74.69863992848101,24.110803556319077,4.2999087193053445,0.02057890894674568,0.5490876732644189,0.8040798897268803,0.2867165981943424,0.5135476820088637,Moderate
34.488467486753905,62.94347280696552,24.53466220698572,5.504367477254929,0.9701834139484204,0.2877381148138624,0.8182195449227735,0.367044342878522,0.6600133055862527,Severe
32.15152489360717,63.80494697849635,29.368420675639857,1.2584694094336395,0.8326757806409295,0.30689104492695785,0.9794706552622746,0.08387697521571312,0.7283285274107458,Severe
21.60976488153069,65.88313265535605,15.056085930735112,0.7841455840830858,0.21238991037301386,0.35309480395573895,0.5020202646123065,0.05224337805938981,0.47408230932117384,Moderate
21.091024442520716,77.95816020723245,13.648706391832114,3.801856945095244,0.18186679428178706,0.621555735760369,0.45507097767774635,0.2535005370430595,0.4950010563093822,Moderate
21.117876667508376,65.03224845509462,22.60426816339442,1.1137028899581862,0.18344680138933075,0.334177317906233,0.7538228265222935,0.07422220875858859,0.5197261605980582,Moderate
23.172118130312143,82.97145727656262,3.9741196902577967,1.5566206295211105,0.3043200665780608,0.7330150592992751,0.13233291415613418,0.10376127173179649,0.508315508626972,Moderate
26.92085933774804,68.20373235082414,16.407465413793727,12.193926080909057,0.5248990969866222,0.4046880905063849,0.5471014252756559,0.8131842808527854,0.42676970154692795,Moderate
25.34306531691597,53.07589401394814,16.38742800392553,0.5831054552503395,0.43206039299467286,0.06835481435775694,0.5464329900175586,0.03883561292541137,0.4573626674753027,Moderate
22.950895383366717,85.26919291178483,2.6841936843116168,9.88414190902114,0.2913031373409217,0.7841000151738977,0.08930180243148625,0.6591401909158031,0.3985532013121107,Moderate
28.40149921028045,62.85912460667177,12.539522565207408,4.088366232231008,0.6120211706095288,0.28586282332076896,0.4180693101815941,0.27260840994845237,0.48875978520432095,Moderate
20.37139563108471,69.47450958196681,25.59854395701606,13.073185210621896,0.1395232403534024,0.4329409485742455,0.8537099639362186,0.8718238170068022,0.40382582224331837,Moderate
22.966459025098708,80.84497474498556,25.684608659839807,7.274884268662493,0.29221891488140894,0.6857375289217371,0.8565810277225796,0.48512362109420065,0.5958965201086781,Moderate
24.22815133599276,64.96052707169204,2.97712994759043,4.583646889917386,0.3664579330507382,0.33258275513311697,0.09907396999400102,0.30563965983979086,0.3550298703331618,Moderate
25.75318973168961,52.5463545266022,2.721626482434925,7.764584035341518,0.45619245246525053,0.056581701328450015,0.0905505367858485,0.5177826702895917,0.2501037236533914,Mild
31.34799134368123,66.82644711557661,7.880864310058059,5.729370285679033,0.785395202565324,0.37406726781866745,0.2626594316767884,0.38205022666576194,0.497823793572976,Moderate
21.394454296692118,92.50018622124364,26.242981876619805,8.464515970047453,0.1997208576397425,0.944864799634261,0.8752080033510666,0.5644625199534152,0.6392991511472975,Moderate
26.7419854530314,78.87804787843513,3.867077552204968,1.7179930248952235,0.5143740097979024,0.6420073579455527,0.12876205646308553,0.11452351700514508,0.5304815205478838,Moderate
28.07104767065472,80.2165616900243,21.59990407882339,14.954857542188266,0.5925771289501378,0.6717661857038182,0.7203178790011385,0.9973162787716701,0.5302903519446306,Moderate
18.78965701623996,78.45269691369379,3.0349685883930966,6.383338165450764,0.04645243319014172,0.632550641110094,0.10100343029087729,0.4256646422953893,0.34149622974420507,Moderate
28.32826248232445,58.95464625317466,18.69413561243476,5.22345959561053,0.6077118610176088,0.19905557650600234,0.6233832897714172,0.3483100388207242,0.4978284528849124,Moderate
20.89891010268396,68.8250238846026,10.682018973574344,10.653147724743974,0.17056262777258235,0.41850110280502556,0.3561041709317136,0.7104267147741972,0.3151316875627422,Mild
19.105877080749757,83.79229092634932,23.66741888897601,5.458491097429987,0.065059083093567,0.7512644393136579,0.7892888590247429,0.3639847560713442,0.566169366109406,Moderate
34.13105413330666,54.56178038989216,7.010713464760908,12.499114575431364,0.9491529168839433,0.10139013782414098,0.2336317525163755,0.8335379071656285,0.3594056272641963,Moderate
34.415744562267506,62.503374924037054,19.1760548816988,6.814060865406379,0.9659043369772318,0.2779535336003926,0.6394598103023375,0.45439039387746494,0.5938490181245171,Moderate
31.74275491797984,62.43435988096341,7.070476037276548,10.793376198981523,0.8086234174889584,0.27641914018451946,0.23562539395241008,0.719778829989152,0.4000321789178676,Moderate
23.1784340759473,69.44085174175277,21.40980849336461,1.611798246628298,0.3046917020383996,0.43219264260909757,0.7139764110886138,0.10744117651061426,0.5628365857623598,Moderate
19.660425938108524,94.11659334239832,26.210341036822463,12.691787783326676,0.0976891961106348,0.9808019567178813,0.8741191256808506,0.846387665739051,0.5679151343154255,Moderate
29.63196145070667,53.03761460077199,3.804053973802801,11.035769801671648,0.6844225856256393,0.06750375816877073,0.1266596299432624,0.7359445403561199,0.2758327732716327,Mild
25.48259239357322,73.34154474712678,25.997870657865107,3.1757516769294853,0.4402702814830406,0.5189157307683276,0.8670312488778816,0.21174433427173636,0.6401512349663816,Moderate
20.07464999236124,58.07141069054947,17.80725763242894,2.1792901461867995,0.12206248175588828,0.17941883107195167,0.593797604028329,0.14528833741770736,0.40373300328409834,Moderate
26.418007471891592,93.68044454343848,3.813314726010719,4.744385230884366,0.495310877669232,0.9711051744562099,0.12696856275109497,0.3163596187665162,0.5836294886886415,Moderate
18.584604858958716,55.098657712735886,12.82625566079136,14.641058790478564,0.03438699481136985,0.11332639103235875,0.42763454401233364,0.9763884173208869,0.1542256185514561,Mild
