temperature,humidity,rainfall,wind_speed
24.367182020405163,80.27163473940041,19.44770862233466,13.703670171040423
34.16214320896857,85.85066287361175,5.171590863154987,7.88040722729247
30.443897010793886,61.271055445662455,26.171836900644447,10.873654077541266
28.177194231349624,78.11933448231495,18.393487172077243,6.540724469588818
20.652316887521422,75.72856924146869,4.7161165067086275,9.450518663136572
20.651906845715445,87.4773669554722,28.870141724436206,5.10863906131678
18.98742140685939,90.77391772165672,15.55096390005962,4.51738529678168
32.7249944781739,50.54705471648241,2.18695355614965,8.673446792542705
28.21895519963455,80.33089635764567,18.804987132452016,7.471945112759705
30.037233822532773,52.332610960387804,7.595967210384307,8.693045537249716
18.349936403028643,74.69863992848101,24.110803556319073,4.2999087193053445
34.488467486753905,62.94347280696552,24.53466220698572,5.504367477254929
32.15152489360717,63.80494697849635,29.368420675639857,1.2584694094336397
21.609764881530694,65.88313265535605,15.056085930735112,0.7841455840830858
21.091024442520713,77.95816020723245,13.648706391832114,3.8018569450952437
21.117876667508376,65.03224845509462,22.60426816339442,1.1137028899581862
23.172118130312143,82.97145727656262,3.9741196902577967,1.5566206295211105
26.92085933774804,68.20373235082414,16.407465413793727,12.193926080909057
25.34306531691597,53.07589401394814,16.38742800392553,0.5831054552503395
22.950895383366714,85.26919291178483,2.6841936843116168,9.88414190902114
28.40149921028045,62.85912460667177,12.539522565207408,4.0883662322310075
20.37139563108471,69.47450958196681,25.59854395701606,13.073185210621897
22.966459025098708,80.84497474498556,25.684608659839807,7.274884268662493
24.22815133599276,64.96052707169204,2.97712994759043,4.583646889917386
25.75318973168961,52.5463545266022,2.7216264824349254,7.764584035341518
31.34799134368123,66.82644711557661,7.880864310058059,5.729370285679033
21.394454296692114,92.50018622124365,26.242981876619805,8.464515970047453
26.741985453031397,78.87804787843513,3.867077552204968,1.7179930248952235
28.07104767065472,80.2165616900243,21.59990407882339,14.954857542188266
18.78965701623996,78.45269691369379,3.0349685883930966,6.3833381654507635
28.328262482324455,58.95464625317466,18.69413561243476,5.22345959561053
20.898910102683956,68.8250238846026,10.682018973574344,10.653147724743974
19.105877080749753,83.79229092634932,23.66741888897601,5.458491097429987
34.13105413330666,54.561780389892164,7.010713464760908,12.499114575431365
34.415744562267506,62.503374924037054,19.176054881698796,6.814060865406379
31.742754917979838,62.43435988096341,7.070476037276548,10.793376198981523
23.1784340759473,69.44085174175277,21.409808493364615,1.611798246628298
19.660425938108524,94.11659334239832,26.210341036822463,12.691787783326676
29.63196145070667,53.03761460077199,3.804053973802801,11.035769801671648
25.48259239357322,73.34154474712678,25.997870657865107,3.1757516769294853
20.07464999236124,58.07141069054947,17.80725763242894,2.1792901461867995
